Code churn,Test churn,Prior changes,Average cyclomatic,Number of functions,Comment ratio,Closeness,Betweenness,PageRank,Number of comments,Developer exp.,Reviewer exp.,Review duration,Developer sentiment,Owner sentiment,LOC,Maximum nesting,Comment words,Landing delta,Module number,Response delta,Release delta
344.0,0.0,1462.0,0.0,0.0,0.0,0.43,0.0,1.16,68,68.0,1.0,9.5,-5,-4,0.0,0.0,13.0,-0.0571643518519,2.0,0.950462962963,14.0446064815
92.0,0.0,886.0,4.0,91.0,0.07,1.12,93178.71,2.07,58,11.0,34.0,0.56,-2,0,2316.0,6.0,1.5,0.0953240740741,2.0,0.774525462963,12.3267361111
22.0,0.0,376.0,4.0,83.0,0.07,1.13,90994.25,2.05,32,36.0,27.0,0.89,-4,-2,2148.0,6.0,29.0,2.93775462963,1.0,2.93876157407,27.4046990741
517.0,0.0,3844.0,1.73,80.45,0.22,1.49,284597.28,2.52,129,88.0,38.0,152.84,-4,-4,1405.0,2.45,54.17,-4.97958333333,7.0,0.436388888889,7.29353009259
222.0,0.0,2271.0,5.0,100.0,0.15,1.74,353235.06,3.9,30,30.0,34.0,2.31,-2,-2,4766.0,6.0,15.25,-0.828981481481,3.0,1.06865740741,18.5181944444
122.0,0.0,212.0,5.0,16.75,0.23,1.26,5101.98,2.27,115,23.0,17.0,10.29,-3,-2,785.5,3.75,29.33,-2.08759259259,3.0,-20.2250115741,11.6675925926
371.0,0.0,915.0,3.73,14.2,0.46,1.32,4027.54,1.74,32,100.0,0.0,2.04,-2,0,348.27,2.83,47.67,-0.377256944444,2.0,0.625266203704,13.2657060185
53.0,0.0,6.0,2.0,17.0,0.45,1.18,7639.65,2.79,21,1.0,2.0,16.42,-3,0,726.0,2.0,18.0,8.46685185185,1.0,0.118125,0.793912037037
82.0,0.0,137.0,4.67,15.0,0.27,1.45,5024.62,3.81,27,13.0,0.0,0.11,-3,0,609.67,3.67,0.0,1.18252314815,2.0,0.0671990740741,13.6061689815
39.0,0.0,341.0,2.5,60.0,0.07,1.12,182662.6,1.64,50,13.0,1.0,11.23,-5,-2,1015.0,3.5,0.0,1.64553240741,1.0,0.00658564814815,17.8047222222
8.0,0.0,21.0,3.0,13.0,0.08,1.64,20.61,1.2,36,0.0,0.0,16.68,-3,0,241.0,2.0,28.0,11.0659490741,1.0,6.91052083333,13.779375
17.0,0.0,131.0,3.5,29.0,0.15,1.84,183333.15,1.61,47,16.0,1.0,17.52,-2,-1,889.5,2.5,14.5,1.27854166667,1.0,2.72673611111,1.20047453704
14.0,0.0,1128.0,2.0,18.0,0.1,1.66,0.0,1.24,25,34.0,12.0,7.9,-3,0,249.0,4.0,0.0,33.4672685185,2.0,5.06572916667,23.6830671296
136.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,34,34.0,5.0,12.56,-5,0,0.0,0.0,11.4,4.45951388889,1.0,0.385601851852,13.3523263889
90.0,0.0,315.0,3.67,40.0,0.13,1.89,25797.01,1.6,83,3.0,9.0,1.11,-4,-4,1016.67,3.0,0.0,-0.172060185185,2.0,0.440439814815,26.4174305556
36.0,0.0,863.0,4.0,166.0,0.23,1.44,449310.45,2.64,36,26.0,0.0,3.96,-4,-1,5453.0,5.33,0.0,-73.1070601852,3.0,2.91083333333,30.4796759259
124.0,0.0,1036.0,3.5,61.0,0.06,1.26,65369.02,1.64,101,68.0,169.0,5.06,-3,-2,1521.5,4.5,0.0,-0.238900462963,5.0,1.13579861111,19.5176388889
271.0,0.0,2546.0,0.0,0.0,0.0,0.0,0.0,0.0,44,323.0,565.0,8.69,-3,0,0.0,0.0,30.33,-0.538553240741,3.0,0.0109027777778,13.8292476852
111.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,28,4.0,0.0,0.2,-3,-3,0.0,0.0,31.0,-0.0271643518519,2.0,0.932476851852,21.4291319444
72.0,0.0,269.0,0.0,0.0,0.0,0.49,0.0,1.34,41,25.0,0.0,165.13,-4,0,679.0,0.0,341.0,-1.21291666667,1.0,0.0195138888889,13.4531018519
195.0,0.0,1619.0,5.5,32.0,0.17,1.12,25499.21,2.53,48,70.0,53.0,33.13,-3,0,1210.0,4.17,21.17,-0.736724537037,6.0,1.62590277778,0.531597222222
682.0,0.0,155.0,3.88,34.25,0.15,1.16,27793.18,1.7,59,37.0,63.0,34.05,-4,-4,1075.0,2.63,18.5,-39.0483449074,3.0,0.730613425926,1.38295138889
93.0,32.0,1407.0,6.0,147.0,0.3,1.76,27993.29,1.41,50,33.0,489.0,217.78,-4,-3,4342.0,8.0,5.5,5.56032407407,6.0,0.187685185185,0.14255787037
1260.0,543.0,3331.0,2.81,64.26,0.41,1.56,9738.99,1.67,66,1581.0,391.0,67.22,-3,-3,1451.61,2.71,16.35,-36.7605555556,20.0,3.31322916667,10.0751736111
46.0,0.0,23.0,2.0,14.0,0.1,1.79,0.0,1.31,15,14.0,1.0,0.93,-3,-3,301.0,2.0,1.0,0.567743055556,1.0,6.15394675926,2.20741898148
57.0,0.0,19.0,3.0,28.0,0.09,1.77,110.04,1.38,42,1.0,0.0,3.96,-4,-1,558.0,4.0,23.67,-11.8334837963,2.0,0.0341087962963,6.51451388889
7.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,15,3.0,0.0,0.1,-2,-1,0.0,0.0,0.0,-2.88304398148,1.0,0.0108217592593,6.54634259259
100.0,0.0,100.0,3.0,58.0,0.09,1.64,48429.97,1.34,28,1.0,16.0,-0.1,-4,0,1141.0,5.0,5.75,0.0843171296296,1.0,3.13262731481,31.6888773148
7.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,14,4.0,0.0,0.34,-2,-2,0.0,0.0,0.0,-1.92208333333,1.0,0.209976851852,5.58550925926
155.0,0.0,984.0,3.2,28.4,0.25,0.94,220328.71,4.41,33,30.0,12.0,6.88,-3,-2,930.0,3.8,0.0,-13.3971643519,4.0,2.0121412037,6.76890046296
30.0,0.0,1957.0,2.0,256.5,0.09,1.78,342754.12,1.54,371,73.0,25.0,7.66,-3,-3,4895.0,4.5,0.0,4.24625,2.0,0.653472222222,1.59086805556
40.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,9,8.0,0.0,15.36,-2,0,0.0,0.0,11.0,2.02674768519,1.0,0.851203703704,28.6195023148
87.0,20.0,224.0,1.5,328.5,0.16,1.88,96257.95,5.85,19,19.0,0.0,144.88,-3,-1,3728.5,3.5,22.5,3.53575231481,1.0,0.115208333333,28.7312268519
475.0,135.0,1161.0,2.17,43.83,0.13,1.92,271656.42,2.09,52,62.0,42.0,49.44,-3,-2,1044.33,1.83,22.5,0.103043981481,2.0,0.374814814815,19.2930555556
32.0,0.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,29,15.0,0.0,3.32,-4,-4,0.0,0.0,20.0,0.0100694444444,1.0,1.47119212963,7.8784837963
56.0,0.0,1192.0,2.6,37.2,0.14,1.1,41797.61,1.44,49,73.0,20.0,6.39,-3,-3,851.2,3.0,10.0,11.1948032407,3.0,7.5931712963,20.2085416667
169.0,0.0,122.0,1.0,10.0,0.32,1.79,1598.44,1.45,142,11.0,0.0,7.72,-4,-2,149.0,0.0,0.0,12.1029282407,2.0,0.187152777778,15.657337963
174.0,0.0,915.0,2.0,54.83,0.12,1.76,72406.11,1.86,45,53.0,19.0,40.65,-4,-2,1340.83,2.5,12.0,-11.2711574074,2.0,0.953414351852,18.5512962963
83.0,0.0,98.0,0.0,0.0,0.0,0.42,0.0,1.16,45,15.0,47.0,60.09,-3,-1,0.0,0.0,56.0,-1.61416666667,3.0,0.331388888889,12.9195486111
56.0,0.0,233.0,3.0,132.0,0.05,1.77,1279.3,1.43,28,18.0,13.0,75.48,-2,-1,2485.0,7.0,13.5,0.274918981481,1.0,0.39650462963,6.96329861111
740.0,0.0,565.0,2.5,37.0,0.1,1.84,54584.65,1.44,51,85.0,19.0,14.57,-4,-3,679.0,3.0,95.71,1.27945601852,8.0,0.0854861111111,5.59211805556
390.0,0.0,770.0,3.67,60.33,0.21,1.83,29477013.83,782.2,57,10.0,6.0,8.63,-4,-3,2570.0,4.67,0.0,-0.890902777778,2.0,0.680856481481,12.4952314815
194.0,0.0,1729.0,3.89,49.78,0.18,1.2,296459.19,2.07,226,43.0,97.0,1.21,-4,-2,1888.56,5.44,24.33,-0.763287037037,8.0,0.00163194444444,1.43315972222
147.0,0.0,104.0,1.0,2.0,0.2,1.91,1.04,1.4,23,0.0,0.0,0.02,-4,0,91.0,0.0,0.0,26.7174421296,2.0,1.42793981481,23.060625
246.0,0.0,562.0,0.0,0.0,0.0,0.0,0.0,0.0,81,12.0,22.0,0.73,-4,-3,0.0,0.0,66.4,10.8118055556,2.0,0.352349537037,11.3287731481
18.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,19,2.0,0.0,0.09,-2,0,0.0,0.0,0.0,4.89126157407,1.0,0.989259259259,15.3782986111
26.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,22,2.0,0.0,11.72,-3,0,0.0,0.0,23.5,-0.621284722222,1.0,0.0,8.4312962963
32.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,25,9.0,0.0,59.21,-2,-1,0.0,0.0,0.0,-0.367303240741,2.0,0.318611111111,7.65532407407
82.0,34.0,1595.0,1.0,54.0,0.1,1.91,31444.55,18.8,19,19.0,0.0,4.78,-2,-2,733.5,1.5,1.5,7.65302083333,3.0,0.32337962963,3.84594907407
24.0,0.0,311.0,0.0,0.0,0.0,0.0,0.0,0.0,18,14.0,311.0,23.37,-2,0,0.0,0.0,0.0,-3.64570601852,2.0,0.0751851851852,3.44123842593
